D,seed,T,snap_0.10_T1,snap_0.10_T2,snap_0.10_T3,snap_0.25_T1,snap_0.25_T2,snap_0.25_T3,snap_0.50_T1,snap_0.50_T2,snap_0.50_T3,snap_0.75_T1,snap_0.75_T2,snap_0.75_T3,snap_1.00_T1,snap_1.00_T2,snap_1.00_T3,t_conv_T1,t_conv_T2,t_conv_T3,ever_sme_T1,ever_sme_T2,ever_sme_T3,min_ever_sme,max_top_holder
10,42,50000,0.3450,0.9920,0.9917,0.9926,0.9929,0.9927,0.9898,0.9931,0.9900,0.9919,0.9922,0.9922,0.9927,0.9922,0.9919,6563,177,109,30,30,30,30,0.3119
