D,seed,T,snap_0.10_T1,snap_0.10_T2,snap_0.10_T3,snap_0.25_T1,snap_0.25_T2,snap_0.25_T3,snap_0.50_T1,snap_0.50_T2,snap_0.50_T3,snap_0.75_T1,snap_0.75_T2,snap_0.75_T3,snap_1.00_T1,snap_1.00_T2,snap_1.00_T3,t_conv_T1,t_conv_T2,t_conv_T3,ever_sme_T1,ever_sme_T2,ever_sme_T3,min_ever_sme,max_top_holder
2,42,20000,0.8840,0.0433,0.0774,0.9996,0.0916,0.2135,0.9996,0.1955,0.4950,0.9982,0.1916,0.5225,0.9988,0.1944,0.4454,2388,NA,NA,30,30,30,30,0.3387
