D,seed,T,snap_0.10_T1,snap_0.10_T2,snap_0.10_T3,snap_0.25_T1,snap_0.25_T2,snap_0.25_T3,snap_0.50_T1,snap_0.50_T2,snap_0.50_T3,snap_0.75_T1,snap_0.75_T2,snap_0.75_T3,snap_1.00_T1,snap_1.00_T2,snap_1.00_T3,t_conv_T1,t_conv_T2,t_conv_T3,ever_sme_T1,ever_sme_T2,ever_sme_T3,min_ever_sme,max_top_holder
20,42,100000,0.9827,0.9740,0.9712,0.9804,0.9848,0.9817,0.9830,0.9775,0.9715,0.9765,0.9803,0.9805,0.9816,0.9779,0.9764,NA,NA,NA,30,30,30,30,0.4141
