run_num,seed,T1_t500,T2_t500,T3_t500,T1_t1000,T2_t1000,T3_t1000,T1_t2000,T2_t2000,T3_t2000,T1_t5000,T2_t5000,T3_t5000,T1_t10000,T2_t10000,T3_t10000,T1_t15000,T2_t15000,T3_t15000,T1_t20000,T2_t20000,T3_t20000,ever_sme_t1,ever_sme_t2,ever_sme_t3,t_conv_t1,t_conv_t2,t_conv_t3,t_conv_all,diversity_regime,converged
54,42,0.8050,0.1271,0.2083,0.8287,0.1710,0.2480,0.9971,0.1753,0.1274,0.9956,0.2107,0.2770,0.9972,0.2574,0.3384,0.9974,0.9974,0.9959,0.9969,0.9967,0.9938,30,30,30,1626,13574,11299,13574,0,1
