D,seed,T,snap_0.10_T1,snap_0.10_T2,snap_0.10_T3,snap_0.25_T1,snap_0.25_T2,snap_0.25_T3,snap_0.50_T1,snap_0.50_T2,snap_0.50_T3,snap_0.75_T1,snap_0.75_T2,snap_0.75_T3,snap_1.00_T1,snap_1.00_T2,snap_1.00_T3,t_conv_T1,t_conv_T2,t_conv_T3,ever_sme_T1,ever_sme_T2,ever_sme_T3,min_ever_sme,max_top_holder
5,42,20000,0.9971,0.1753,0.1274,0.9956,0.2107,0.2770,0.9972,0.2574,0.3384,0.9974,0.9974,0.9959,0.9969,0.9967,0.9938,1626,13574,11299,30,30,30,30,0.3289
